Temperature,Rows,Well.Location,Column,WL750,WL664,WL647,WL630,WL449,Sample.Name
23.5,A,A01,01,0.100766667,-0.008766667,0.119466667,0,-0.003533333,Blank
23.5,A,A02,02,-0.400733333,-0.008766667,-0.059733333,0,0.068766667,Blank
23.5,A,A03,03,0.299966667,0.017533333,-0.059733333,0,-0.065233333,Blank
23.5,A,A04,04,0.315966667,-0.008766667,0.056366667,0,-0.039533333,L2_1
23.5,A,A05,05,0.268666667,-0.008766667,-0.059733333,0,0.048266667,L2_1
23.5,A,A06,06,0.002866667,-0.008766667,-0.059733333,0,-0.475833333,L2_1
23.5,A,A07,07,0.240266667,-0.008766667,-0.059733333,0,-0.524033333,L2_2
23.5,A,A08,08,-0.064633333,-0.008766667,-0.059733333,0,-0.284933333,L2_2
23.5,A,A09,09,-0.388833333,-0.008766667,-0.059733333,0,-0.523233333,L2_2
23.5,A,A10,10,-0.397133333,-0.008766667,-0.059733333,0,-0.199733333,C1_1
23.5,A,A11,11,-0.396933333,-0.008766667,-0.059733333,0,-0.096833333,C1_1
23.5,A,A12,12,-0.398633333,-0.008766667,-0.059733333,0,-0.117333333,C1_1
23.5,B,B01,01,0.066666667,-0.008766667,-0.059733333,0,-0.076533333,C1_2
23.5,B,B02,02,-0.393633333,-0.008766667,-0.019833333,0,-0.144733333,C1_2
23.5,B,B03,03,-0.397933333,-0.008766667,0.095666667,0,-0.005233333,C1_2
23.5,B,B04,04,0.220766667,-0.008766667,0.016166667,0,-0.514533333,C2_1
23.5,B,B05,05,0.226266667,0.596833333,-0.059733333,0,-0.065933333,C2_1
23.5,B,B06,06,-0.396633333,-0.008766667,-0.059733333,0,-0.120233333,C2_1
23.5,B,B07,07,0.085566667,-0.008766667,-0.059733333,0,-0.072733333,C2_2
23.5,B,B08,08,-0.100333333,0.167433333,-0.059733333,0,-0.019833333,C2_2
23.5,B,B09,09,0.147566667,-0.008766667,-0.059733333,0,-0.027033333,C2_2
23.5,B,B10,10,0.203866667,0.048933333,-0.059733333,0,-0.107133333,H1_1
23.5,B,B11,11,0.347866667,-0.008766667,-0.059733333,0,-0.307733333,H1_1
23.5,B,B12,12,-0.395233333,0.059933333,-0.059733333,0,-0.523933333,H1_1
23.5,C,C01,01,-0.395033333,-0.008766667,-0.059733333,0,0.009066667,H1_2
23.5,C,C02,02,0.186866667,-0.008766667,-0.059733333,0,-0.524533333,H1_2
23.5,C,C03,03,0.401466667,0.030833333,-0.059733333,0,0.016366667,H1_2
23.5,C,C04,04,0.167266667,-0.008766667,-0.059733333,0,-0.527733333,L1_1
23.5,C,C05,05,-0.394933333,-0.008766667,-0.059733333,0,-0.527133333,L1_1
23.5,C,C06,06,0.209266667,-0.008766667,-0.059733333,0,-0.003533333,L1_1
23.5,C,C07,07,0.261166667,-0.008766667,-0.059733333,0,-0.504633333,L1_2
23.5,C,C08,08,0.161366667,-0.008766667,-0.059733333,0,-0.518133333,L1_2
23.5,C,C09,09,0.187466667,-0.008766667,-0.059733333,0,-0.516933333,L1_2
23.5,C,C10,10,0.177466667,-0.008766667,0.002566667,0,0.053566667,L3_1
23.5,C,C11,11,0.160166667,-0.008766667,-0.059733333,0,-0.109133333,L3_1
23.5,C,C12,12,-0.393833333,-0.008766667,-0.059733333,0,-0.518033333,L3_1
23.5,D,D01,01,0.181966667,-0.008766667,-0.059733333,0,-0.201733333,L3_2
23.5,D,D02,02,0.275466667,-0.008766667,-0.059733333,0,-0.227233333,L3_2
23.5,D,D03,03,0.029866667,-0.008766667,-0.059733333,0,0.015366667,L3_2
23.5,D,D04,04,-0.392233333,-0.008766667,-0.059733333,0,-0.525333333,H3_1
23.5,D,D05,05,0.270066667,-0.008766667,-0.059733333,0,-0.002033333,H3_1
23.5,D,D06,06,0.319166667,-0.008766667,-0.059733333,0,0.198066667,H3_1
23.5,D,D07,07,-0.394433333,-0.008766667,-0.059733333,0,-0.130833333,H3_2
23.5,D,D08,08,0.137966667,-0.008766667,0.066066667,0,-0.102533333,H3_2
23.5,D,D09,09,0.108466667,-0.008766667,-0.059733333,0,-0.107833333,H3_2
23.5,D,D10,10,0.089766667,-0.008766667,-0.059733333,0,-0.555733333,H2_1
23.5,D,D11,11,0.183166667,-0.008766667,-0.059733333,0,-0.054333333,H2_1
23.5,D,D12,12,0.106666667,-0.008766667,-0.059733333,0,-0.010333333,H2_1
23.5,E,E01,01,0.629766667,-0.008766667,-0.059733333,0,-0.036633333,H2_2
23.5,E,E02,02,-0.392333333,-0.008766667,-0.059733333,0,-0.144433333,H2_2
23.5,E,E03,03,0.006066667,-0.008766667,-0.059733333,0,-0.215033333,H2_2
23.5,E,E04,04,0.220766667,-0.008766667,-0.059733333,0,-0.228833333,C4_1
23.5,E,E05,05,0.295866667,-0.008766667,-0.059733333,0,0.006366667,C4_1
23.5,E,E06,06,-0.396533333,-0.008766667,-0.059733333,0,-0.516133333,C4_1
23.5,E,E07,07,0.423866667,-0.008766667,0.008766667,0.0379,-0.051833333,C4_2
23.5,E,E08,08,0.089766667,-0.008766667,-0.059733333,0,-0.121033333,C4_2
23.5,E,E09,09,0.043566667,-0.008766667,-0.059733333,0,-0.003133333,C4_2
23.5,E,E10,10,0.391266667,-0.008766667,-0.059733333,0,-0.516133333,C3_1
23.5,E,E11,11,-0.394733333,-0.008766667,-0.059733333,0,-0.142833333,C3_1
23.5,E,E12,12,0.208666667,-0.008766667,-0.059733333,0,0.136366667,C3_1
23.5,F,F01,01,0.214366667,-0.008766667,-0.059733333,0,0.058466667,C3_2
23.5,F,F02,02,-0.395333333,-0.008766667,-0.059733333,0,0.010366667,C3_2
23.5,F,F03,03,0.129366667,-0.008766667,-0.017133333,0,0.202366667,C3_2
23.5,F,F04,04,0.283666667,-0.008766667,-0.059733333,0,-0.543033333,L4_1
23.5,F,F05,05,-0.392933333,-0.008766667,-0.059733333,0,-0.054433333,L4_1
23.5,F,F06,06,0.387966667,-0.008766667,-0.059733333,0,-0.115133333,L4_1
23.5,F,F07,07,0.310666667,-0.008766667,0.060466667,0,0.048866667,L4_2
23.5,F,F08,08,0.321866667,-0.008766667,0.131666667,0,-0.051733333,L4_2
23.5,F,F09,09,0.122966667,-0.008766667,-0.059733333,0,-0.545333333,L4_2
23.5,F,F10,10,0.159466667,-0.008766667,-0.059733333,0,-0.539433333,H4_1
23.5,F,F11,11,-0.388533333,-0.008766667,-0.059733333,0,-0.533933333,H4_1
23.5,F,F12,12,0.107166667,-0.008766667,-0.059733333,0,-0.087933333,H4_1
23.5,G,G01,01,0.333966667,-0.008766667,-0.059733333,0,-0.105733333,H4_2
23.5,G,G02,02,0.314366667,-0.008766667,-0.059733333,0,-0.546533333,H4_2
23.5,G,G03,03,0.038666667,-0.008766667,-0.059733333,0,0.019466667,H4_2
23.5,G,G04,04,0.336366667,-0.008766667,-0.059733333,0,-0.265833333,C5_1
23.5,G,G05,05,0.315166667,0.005333333,-0.035133333,0,-0.538433333,C5_1
23.5,G,G06,06,0.150866667,-0.008766667,-0.059733333,0,-0.075633333,C5_1
23.5,G,G07,07,-0.400433333,-0.008766667,-0.014333333,0,-0.175933333,C5_2
23.5,G,G08,08,-0.389833333,-0.008766667,0.034566667,0,-0.509933333,C5_2
23.5,G,G09,09,0.481466667,-0.008766667,-0.059733333,0,-0.536933333,C5_2
23.5,G,G10,10,-0.398233333,-0.008766667,0.087666667,0,-0.075633333,C6_1
23.5,G,G11,11,0.465066667,-0.008766667,-0.059733333,0,-0.474433333,C6_1
23.5,G,G12,12,0.281966667,-0.008766667,-0.059733333,0,0.109066667,C6_1
23.5,H,H01,01,-0.033033333,-0.008766667,-0.059733333,0,0.100366667,C6_2
23.5,H,H02,02,-0.391233333,-0.008766667,-0.059733333,0,-0.073233333,C6_2
23.5,H,H03,03,-0.388833333,0.075633333,-0.037933333,0,0.071166667,C6_2
23.5,H,H04,04,-0.399233333,-0.008766667,-0.059733333,0,-0.532033333,L5_1
23.5,H,H05,05,0.083066667,-0.008766667,-0.059733333,0,-0.020433333,L5_1
23.5,H,H06,06,0.146066667,-0.008766667,-0.059733333,0,-0.513133333,L5_1
23.5,H,H07,07,-0.006433333,-0.008766667,-0.059733333,0,-0.535033333,L5_2
23.5,H,H08,08,0.237266667,-0.008766667,-0.059733333,0,-0.542233333,L5_2
23.5,H,H09,09,0.081466667,-0.008766667,-0.059733333,0,-0.545133333,L5_2
23.5,H,H10,10,-0.397933333,-0.008766667,-0.059733333,0,-0.550233333,H5_1
23.5,H,H11,11,0.369866667,-0.008766667,-0.059733333,0,-0.554233333,H5_1
23.5,H,H12,12,0.192266667,-0.008766667,-0.059733333,0,7.66667e-4,H5_1
