Date.Time..GMT..0800,Avg_Temp,Avg_mV,Avg_pH,Sample.Name,TempInSitu,pHmean,SE
3/3/20 10:42,22.57,-92.43222222,8.117777778,NA,NA,NA,NA
3/3/20 10:43,22.5975,-86.0725,8.008333333,NA,NA,NA,NA
3/3/20 10:44,22.6,-84.29333333,7.975833333,NA,NA,NA,NA
3/3/20 10:45,22.61,-83.91666667,7.97,NA,NA,NA,NA
3/3/20 10:46,22.68,-83.45166667,7.964166667,NA,NA,NA,NA
3/3/20 10:47,22.775,-83.60666667,7.96,NA,NA,NA,NA
3/3/20 10:48,22.84916667,-83.54833333,7.96,NA,NA,NA,NA
3/3/20 10:49,22.90166667,-83.53666667,7.96,NA,NA,NA,NA
3/3/20 10:50,22.945,-83.545,7.96,NA,NA,NA,NA
3/3/20 10:51,22.98333333,-83.55166667,7.96,NA,NA,NA,NA
3/3/20 10:52,23.02166667,-83.5675,7.96,NA,NA,NA,NA
3/3/20 10:53,23.065,-83.52833333,7.959166667,NA,NA,NA,NA
3/3/20 10:54,23.09666667,-83.58666667,7.96,NA,NA,NA,NA
3/3/20 10:55,23.11833333,-84.08333333,7.968333333,NA,NA,NA,NA
3/3/20 10:56,23.15166667,-83.75166667,7.9625,NA,NA,NA,NA
3/3/20 10:57,23.19,-83.7175,7.9625,NA,NA,NA,NA
3/3/20 10:58,23.21666667,-83.48166667,7.958333333,NA,NA,NA,NA
3/3/20 10:59,23.24166667,-83.63,7.96,NA,NA,NA,NA
3/3/20 11:00,23.27666667,-83.63583333,7.96,NA,NA,NA,NA
3/3/20 11:01,23.2925,-83.68583333,7.960833333,NA,NA,NA,NA
3/3/20 11:02,23.32166667,-83.86083333,7.963333333,NA,NA,NA,NA
3/3/20 11:03,23.34,-83.715,7.96,NA,NA,NA,NA
3/3/20 11:04,23.35833333,-83.7275,7.9625,NA,NA,NA,NA
3/3/20 11:05,23.38666667,-83.66416667,7.96,NA,NA,NA,NA
3/3/20 11:06,23.49833333,-83.51833333,7.96,NA,NA,NA,NA
3/3/20 11:07,23.64916667,-83.39166667,7.96,NA,NA,NA,NA
3/3/20 11:08,23.8275,-83.30583333,7.958333333,T23,23.6,8.173998393,0.00108648
3/3/20 11:09,23.96416667,-83.235,7.95,NA,NA,NA,NA
3/3/20 11:10,24.05833333,-83.16333333,7.95,NA,NA,NA,NA
3/3/20 11:11,24.15083333,-83.1075,7.95,NA,NA,NA,NA
3/3/20 11:12,24.23333333,-83.12833333,7.950833333,NA,NA,NA,NA
3/3/20 11:13,24.29,-83.02166667,7.95,NA,NA,NA,NA
3/3/20 11:14,24.3325,-82.99666667,7.95,NA,NA,NA,NA
3/3/20 11:15,24.365,-82.995,7.95,NA,NA,NA,NA
3/3/20 11:16,24.395,-82.99666667,7.95,NA,NA,NA,NA
3/3/20 11:17,24.41333333,-83,7.95,NA,NA,NA,NA
3/3/20 11:18,24.435,-83.005,7.95,NA,NA,NA,NA
3/3/20 11:19,24.45,-83.00833333,7.95,NA,NA,NA,NA
3/3/20 11:20,24.45,-83.01916667,7.95,NA,NA,NA,NA
3/3/20 11:21,24.45,-83.03,7.95,NA,NA,NA,NA
3/3/20 11:22,24.46666667,-83.05666667,7.95,NA,NA,NA,NA
3/3/20 11:23,24.47,-83.08833333,7.95,NA,NA,NA,NA
3/3/20 11:24,24.46166667,-83.12416667,7.95,NA,NA,NA,NA
3/3/20 11:25,24.45,-83.1575,7.95,NA,NA,NA,NA
3/3/20 11:26,24.435,-83.1975,7.95,NA,NA,NA,NA
3/3/20 11:27,24.42,-83.25333333,7.95,NA,NA,NA,NA
3/3/20 11:28,24.4,-83.29583333,7.95,NA,NA,NA,NA
3/3/20 11:29,24.38666667,-83.3425,7.95,NA,NA,NA,NA
3/3/20 11:30,24.365,-83.38333333,7.958333333,NA,NA,NA,NA
3/3/20 11:31,24.33888889,-83.42444444,7.96,NA,NA,NA,NA
3/3/20 11:32,24.3225,-83.46083333,7.96,NA,NA,NA,NA
3/3/20 11:33,24.3,-83.48166667,7.96,NA,NA,NA,NA
3/3/20 11:34,24.29833333,-83.47666667,7.96,NA,NA,NA,NA
3/3/20 11:35,24.3,-83.42666667,7.96,NA,NA,NA,NA
3/3/20 11:36,24.3225,-83.3625,7.9575,NA,NA,NA,NA
3/3/20 11:37,24.35,-83.3325,7.95,NA,NA,NA,NA
3/3/20 11:38,24.38,-83.31833333,7.95,NA,NA,NA,NA
3/3/20 11:39,24.38166667,-83.32916667,7.95,NA,NA,NA,NA
3/3/20 11:40,24.4,-83.34666667,7.95,NA,NA,NA,NA
3/3/20 11:41,24.4,-83.35,7.95,NA,NA,NA,NA
3/3/20 11:42,24.4,-83.35916667,7.950833333,NA,NA,NA,NA
3/3/20 11:43,24.4,-83.36,7.95,NA,NA,NA,NA
3/3/20 11:44,24.4,-83.36666667,7.953333333,NA,NA,NA,NA
3/3/20 11:45,24.4,-83.37,7.955,NA,NA,NA,NA
3/3/20 11:46,24.4,-83.38,7.96,NA,NA,NA,NA
3/3/20 11:47,24.4,-83.37833333,7.959166667,NA,NA,NA,NA
3/3/20 11:48,24.4,-83.33083333,7.95,NA,NA,NA,NA
3/3/20 11:49,24.41666667,-83.13916667,7.9475,NA,NA,NA,NA
3/3/20 11:50,24.45,-83.30083333,7.95,NA,NA,NA,NA
3/3/20 11:51,24.47,-83.26583333,7.95,NA,NA,NA,NA
3/3/20 11:52,24.48,-83.24416667,7.95,NA,NA,NA,NA
3/3/20 11:53,24.5,-83.23833333,7.95,NA,NA,NA,NA
3/3/20 11:54,24.51666667,-83.24,7.95,NA,NA,NA,NA
3/3/20 11:55,24.52,-83.24,7.95,NA,NA,NA,NA
3/3/20 11:56,24.53833333,-83.23916667,7.95,NA,NA,NA,NA
3/3/20 11:57,24.5675,-83.24083333,7.95,NA,NA,NA,NA
3/3/20 11:58,24.57,-83.23166667,7.95,NA,NA,NA,NA
3/3/20 11:59,24.57,-83.24083333,7.95,NA,NA,NA,NA
3/3/20 12:00,24.57833333,-83.25,7.95,NA,NA,NA,NA
3/3/20 12:01,24.575,-83.26916667,7.95,NA,NA,NA,NA
3/3/20 12:02,24.57,-83.28166667,7.95,NA,NA,NA,NA
3/3/20 12:03,24.57,-83.29833333,7.95,NA,NA,NA,NA
3/3/20 12:04,24.57,-83.30666667,7.95,NA,NA,NA,NA
3/3/20 12:05,24.57,-83.32166667,7.95,NA,NA,NA,NA
3/3/20 12:06,24.5475,-83.34583333,7.95,NA,NA,NA,NA
3/3/20 12:07,24.53333333,-83.37583333,7.95,NA,NA,NA,NA
3/3/20 12:08,24.51833333,-83.40916667,7.9575,NA,NA,NA,NA
3/3/20 12:09,24.5,-83.4575,7.96,NA,NA,NA,NA
3/3/20 12:10,24.47,-83.4975,7.96,NA,NA,NA,NA
3/3/20 12:11,24.45166667,-83.53583333,7.96,NA,NA,NA,NA
3/3/20 12:12,24.4225,-83.575,7.96,NA,NA,NA,NA
3/3/20 12:13,24.40166667,-83.57166667,7.96,NA,NA,NA,NA
3/3/20 12:14,24.4,-83.52,7.96,NA,NA,NA,NA
3/3/20 12:15,24.4,-83.44583333,7.96,NA,NA,NA,NA
3/3/20 12:16,24.4,-83.4125,7.96,NA,NA,NA,NA
3/3/20 12:17,24.42,-83.405,7.96,NA,NA,NA,NA
3/3/20 12:18,24.43,-83.41666667,7.96,NA,NA,NA,NA
3/3/20 12:19,24.45,-83.445,7.96,NA,NA,NA,NA
3/3/20 12:20,24.45,-83.465,7.96,NA,NA,NA,NA
3/3/20 12:21,24.45,-83.49166667,7.96,NA,NA,NA,NA
3/3/20 12:22,24.45,-83.51666667,7.96,NA,NA,NA,NA
3/3/20 12:23,24.45,-83.3325,7.956666667,NA,NA,NA,NA
3/3/20 12:24,24.4225,-83.535,7.96,NA,NA,NA,NA
3/3/20 12:25,24.42,-83.55,7.96,NA,NA,NA,NA
3/3/20 12:26,24.42,-83.56333333,7.96,NA,NA,NA,NA
3/3/20 12:27,24.42,-83.5725,7.96,NA,NA,NA,NA
3/3/20 12:28,24.42,-83.53916667,7.96,NA,NA,NA,NA
3/3/20 12:29,24.4375,-83.50833333,7.96,NA,NA,NA,NA
3/3/20 12:30,24.45,-83.47916667,7.96,NA,NA,NA,NA
3/3/20 12:31,24.45833333,-83.47666667,7.96,NA,NA,NA,NA
3/3/20 12:32,24.47,-83.45416667,7.96,NA,NA,NA,NA
3/3/20 12:33,24.50333333,-83.38,7.954166667,NA,NA,NA,NA
3/3/20 12:34,24.58416667,-83.33166667,7.95,NA,NA,NA,NA
3/3/20 12:35,24.66333333,-83.27083333,7.95,NA,NA,NA,NA
3/3/20 12:36,24.73083333,-83.195,7.95,NA,NA,NA,NA
3/3/20 12:37,24.79166667,-83.125,7.95,NA,NA,NA,NA
3/3/20 12:38,24.84083333,-83.0525,7.95,NA,NA,NA,NA
3/3/20 12:39,24.89083333,-82.98833333,7.95,NA,NA,NA,NA
3/3/20 12:40,24.955,-82.9225,7.948333333,NA,NA,NA,NA
3/3/20 12:41,25.015,-82.845,7.94,NA,NA,NA,NA
3/3/20 12:42,25.06916667,-82.81583333,7.940833333,NA,NA,NA,NA
3/3/20 12:43,25.12333333,-82.755,7.94,NA,NA,NA,NA
3/3/20 12:44,25.16,-82.74083333,7.94,T24,24.2,8.152592494,0.001477182
3/3/20 12:45,25.195,-82.74,7.94,NA,NA,NA,NA
3/3/20 12:46,25.20666667,-82.73833333,7.94,NA,NA,NA,NA
3/3/20 12:47,25.22,-82.73833333,7.94,NA,NA,NA,NA
3/3/20 12:48,25.22,-82.74,7.94,NA,NA,NA,NA
3/3/20 12:49,25.22,-82.74,7.94,NA,NA,NA,NA
3/3/20 12:50,25.22,-82.74,7.94,NA,NA,NA,NA
3/3/20 12:51,25.235,-82.815,7.941666667,NA,NA,NA,NA
3/3/20 12:52,25.2225,-82.72,7.94,NA,NA,NA,NA
3/3/20 12:53,25.22,-82.75416667,7.94,NA,NA,NA,NA
3/3/20 12:54,25.20666667,-82.7775,7.94,NA,NA,NA,NA
3/3/20 12:55,25.205,-82.6925,7.94,NA,NA,NA,NA
3/3/20 12:56,25.25166667,-82.54333333,7.94,NA,NA,NA,NA
3/3/20 12:57,25.35916667,-82.4275,7.94,NA,NA,NA,NA
3/3/20 12:58,25.455,-82.39,7.93,NA,NA,NA,NA
3/3/20 12:59,25.52916667,-82.38333333,7.93,NA,NA,NA,NA
3/3/20 13:00,25.57,-82.365,7.93,NA,NA,NA,NA
3/3/20 13:01,25.595,-82.35583333,7.93,NA,NA,NA,NA
3/3/20 13:02,25.61,-82.35,7.93,NA,NA,NA,NA
3/3/20 13:03,25.625,-82.33833333,7.93,NA,NA,NA,NA
3/3/20 13:04,25.63,-82.32583333,7.93,NA,NA,NA,NA
3/3/20 13:05,25.6475,-82.30166667,7.93,NA,NA,NA,NA
3/3/20 13:06,25.67,-82.27083333,7.93,NA,NA,NA,NA
3/3/20 13:07,25.7,-82.24416667,7.93,NA,NA,NA,NA
3/3/20 13:08,25.71166667,-82.2225,7.93,NA,NA,NA,NA
3/3/20 13:09,25.73,-82.2125,7.93,NA,NA,NA,NA
3/3/20 13:10,25.7575,-82.195,7.93,NA,NA,NA,NA
3/3/20 13:11,25.77333333,-82.19,7.93,NA,NA,NA,NA
3/3/20 13:12,25.7875,-82.18416667,7.93,NA,NA,NA,NA
3/3/20 13:13,25.81,-82.17,7.93,NA,NA,NA,NA
3/3/20 13:14,25.82166667,-82.16416667,7.93,NA,NA,NA,NA
3/3/20 13:15,25.83,-82.14666667,7.93,NA,NA,NA,NA
3/3/20 13:16,25.845,-82.135,7.93,NA,NA,NA,NA
3/3/20 13:17,25.85,-82.13333333,7.93,NA,NA,NA,NA
3/3/20 13:18,25.85,-82.12333333,7.93,NA,NA,NA,NA
3/3/20 13:19,25.85,-82.10916667,7.93,NA,NA,NA,NA
3/3/20 13:20,25.8725,-82.1075,7.93,NA,NA,NA,NA
3/3/20 13:21,25.88,-82.09,7.93,NA,NA,NA,NA
3/3/20 13:22,25.89333333,-82.05916667,7.93,T25,24.9,8.146308503,0.001374581
3/3/20 13:23,25.9225,-82.0175,7.93,NA,NA,NA,NA
3/3/20 13:24,25.95833333,-81.97583333,7.93,NA,NA,NA,NA
3/3/20 13:25,25.995,-81.93666667,7.93,NA,NA,NA,NA
3/3/20 13:26,26.01666667,-81.9,7.920833333,NA,NA,NA,NA
3/3/20 13:27,26.04833333,-81.885,7.920833333,NA,NA,NA,NA
3/3/20 13:28,26.08,-81.83166667,7.92,NA,NA,NA,NA
3/3/20 13:29,26.10833333,-81.78333333,7.92,NA,NA,NA,NA
3/3/20 13:30,26.1375,-81.755,7.92,NA,NA,NA,NA
3/3/20 13:31,26.15833333,-81.73916667,7.92,NA,NA,NA,NA
3/3/20 13:32,26.17,-81.71833333,7.92,NA,NA,NA,NA
3/3/20 13:33,26.17,-81.71083333,7.92,NA,NA,NA,NA
3/3/20 13:34,26.18333333,-81.69333333,7.92,NA,NA,NA,NA
3/3/20 13:35,26.2025,-81.66916667,7.92,T26,26.2,8.123404907,0.001658019
3/3/20 13:36,26.22,-81.65333333,7.92,NA,NA,NA,NA
3/3/20 13:37,26.2475,-81.575,7.92,NA,NA,NA,NA
3/3/20 13:38,26.3175,-81.4225,7.916666667,NA,NA,NA,NA
3/3/20 13:39,26.40416667,-81.26833333,7.91,NA,NA,NA,NA
3/3/20 13:40,26.49583333,-81.135,7.91,NA,NA,NA,NA
3/3/20 13:41,26.58666667,-81.03583333,7.91,NA,NA,NA,NA
3/3/20 13:42,26.665,-80.97166667,7.91,NA,NA,NA,NA
3/3/20 13:43,26.71583333,-80.925,7.91,NA,NA,NA,NA
3/3/20 13:44,26.76833333,-80.91,7.91,NA,NA,NA,NA
3/3/20 13:45,26.8,-80.91,7.91,NA,NA,NA,NA
3/3/20 13:46,26.82666667,-80.91,7.91,NA,NA,NA,NA
3/3/20 13:47,26.85,-80.8925,7.906666667,NA,NA,NA,NA
3/3/20 13:48,26.8625,-80.91583333,7.91,NA,NA,NA,NA
3/3/20 13:49,26.85,-80.9175,7.91,NA,NA,NA,NA
3/3/20 13:50,26.85,-80.90333333,7.906666667,NA,NA,NA,NA
3/3/20 13:51,26.85,-80.8775,7.9,NA,NA,NA,NA
3/3/20 13:52,26.875,-80.84333333,7.9,NA,NA,NA,NA
3/3/20 13:53,26.89666667,-80.80583333,7.9,NA,NA,NA,NA
3/3/20 13:54,26.9075,-80.77333333,7.9,NA,NA,NA,NA
3/3/20 13:55,26.93333333,-80.73583333,7.9,NA,NA,NA,NA
3/3/20 13:56,26.9525,-80.7125,7.9,NA,NA,NA,NA
3/3/20 13:57,26.98,-80.71416667,7.9,NA,NA,NA,NA
3/3/20 13:58,26.99666667,-80.71166667,7.9,NA,NA,NA,NA
3/3/20 13:59,27,-80.71,7.9,NA,NA,NA,NA
3/3/20 14:00,27.01,-80.70833333,7.9,NA,NA,NA,NA
3/3/20 14:01,27.03,-80.71,7.9,NA,NA,NA,NA
3/3/20 14:02,27.03,-80.7125,7.9,NA,NA,NA,NA
3/3/20 14:03,27.03,-80.72,7.9,NA,NA,NA,NA
3/3/20 14:04,27.03833333,-80.68333333,7.9,NA,NA,NA,NA
3/3/20 14:05,27.05,-80.64833333,7.9,NA,NA,NA,NA
3/3/20 14:06,27.05,-80.64,7.9,NA,NA,NA,NA
3/3/20 14:07,27.05,-80.635,7.9,NA,NA,NA,NA
3/3/20 14:08,27.0775,-80.60666667,7.9,NA,NA,NA,NA
3/3/20 14:09,27.08,-80.595,7.9,NA,NA,NA,NA
3/3/20 14:10,27.08,-80.58833333,7.9,NA,NA,NA,NA
3/3/20 14:11,27.08,-80.56833333,7.9,NA,NA,NA,NA
3/3/20 14:12,27.08333333,-80.5375,7.9,NA,NA,NA,NA
3/3/20 14:13,27.1,-80.5075,7.9,NA,NA,NA,NA
3/3/20 14:14,27.1,-80.48,7.9,NA,NA,NA,NA
3/3/20 14:15,27.10166667,-80.46083333,7.9,NA,NA,NA,NA
3/3/20 14:16,27.12,-80.42833333,7.9,NA,NA,NA,NA
3/3/20 14:17,27.12,-80.4025,7.9,NA,NA,NA,NA
3/3/20 14:18,27.13,-80.37666667,7.899166667,NA,NA,NA,NA
3/3/20 14:19,27.15,-80.3475,7.89,NA,NA,NA,NA
3/3/20 14:20,27.16666667,-80.215,7.89,NA,NA,NA,NA
3/3/20 14:21,27.22916667,-79.96416667,7.89,NA,NA,NA,NA
3/3/20 14:22,27.34166667,-79.76,7.881666667,NA,NA,NA,NA
3/3/20 14:23,27.4475,-79.65083333,7.88,T27,26.8,8.101775405,0.001044001
3/3/20 14:24,27.53,-79.56583333,7.88,NA,NA,NA,NA
3/3/20 14:25,27.61666667,-79.4925,7.88,NA,NA,NA,NA
3/3/20 14:26,27.69333333,-79.44833333,7.88,NA,NA,NA,NA
3/3/20 14:27,27.76083333,-79.4525,7.88,NA,NA,NA,NA
3/3/20 14:28,27.82,-79.41166667,7.88,NA,NA,NA,NA
3/3/20 14:29,27.9,-79.35,7.878333333,NA,NA,NA,NA
3/3/20 14:30,27.95666667,-79.28916667,7.87,NA,NA,NA,NA
3/3/20 14:31,28.0075,-79.23666667,7.87,NA,NA,NA,NA
3/3/20 14:32,28.04833333,-79.20416667,7.87,NA,NA,NA,NA
3/3/20 14:33,28.085,-79.19,7.87,NA,NA,NA,NA
3/3/20 14:34,28.105,-79.19,7.87,NA,NA,NA,NA
3/3/20 14:35,28.12833333,-79.17333333,7.87,NA,NA,NA,NA
3/3/20 14:36,28.155,-79.16583333,7.87,NA,NA,NA,NA
3/3/20 14:37,28.17166667,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:38,28.18,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:39,28.18,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:40,28.18,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:41,28.18,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:42,28.18,-79.16833333,7.87,NA,NA,NA,NA
3/3/20 14:43,28.18,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:44,28.17833333,-79.16,7.87,NA,NA,NA,NA
3/3/20 14:45,28.16,-79.16416667,7.87,NA,NA,NA,NA
3/3/20 14:46,28.16,-79.16916667,7.87,NA,NA,NA,NA
3/3/20 14:47,28.1325,-79.19666667,7.87,NA,NA,NA,NA
3/3/20 14:48,28.115,-79.2275,7.87,NA,NA,NA,NA
3/3/20 14:49,28.095,-79.26083333,7.87,NA,NA,NA,NA
3/3/20 14:50,28.05833333,-79.29416667,7.87,NA,NA,NA,NA
3/3/20 14:51,28.035,-79.32666667,7.871666667,NA,NA,NA,NA
3/3/20 14:52,28,-79.3675,7.88,NA,NA,NA,NA
3/3/20 14:53,27.9675,-79.395,7.88,NA,NA,NA,NA
3/3/20 14:54,27.94166667,-79.4125,7.88,NA,NA,NA,NA
3/3/20 14:55,27.9175,-79.38916667,7.88,NA,NA,NA,NA
3/3/20 14:56,27.91,-79.3325,7.8775,NA,NA,NA,NA
3/3/20 14:57,27.9125,-79.28083333,7.870833333,NA,NA,NA,NA
3/3/20 14:58,27.94,-79.27916667,7.87,NA,NA,NA,NA
3/3/20 14:59,27.94,-79.295,7.870833333,NA,NA,NA,NA
3/3/20 15:00,27.945,-79.285,7.87,NA,NA,NA,NA
3/3/20 15:01,27.96,-79.26083333,7.87,NA,NA,NA,NA
3/3/20 15:02,27.96,-79.23833333,7.87,NA,NA,NA,NA
3/3/20 15:03,27.965,-79.2275,7.87,NA,NA,NA,NA
3/3/20 15:04,27.99,-79.21166667,7.87,NA,NA,NA,NA
3/3/20 15:05,27.99,-79.18166667,7.87,NA,NA,NA,NA
3/3/20 15:06,27.99,-79.14833333,7.87,NA,NA,NA,NA
3/3/20 15:07,27.99,-79.12166667,7.87,NA,NA,NA,NA
3/3/20 15:08,28.00166667,-79.10333333,7.87,NA,NA,NA,NA
3/3/20 15:09,28.01,-79.08166667,7.87,T28,28.5,8.064002684,0.003275862
3/3/20 15:10,28.01,-79.0575,7.87,NA,NA,NA,NA
3/3/20 15:11,28.01,-79.0225,7.87,NA,NA,NA,NA
3/3/20 15:12,28.01,-79.00083333,7.87,NA,NA,NA,NA
3/3/20 15:13,28.01,-78.98666667,7.87,NA,NA,NA,NA
3/3/20 15:14,28.01,-78.96166667,7.87,NA,NA,NA,NA
3/3/20 15:15,28.04,-78.93333333,7.87,NA,NA,NA,NA
3/3/20 15:16,28.04,-78.90083333,7.87,NA,NA,NA,NA
3/3/20 15:17,28.06,-78.88333333,7.87,NA,NA,NA,NA
3/3/20 15:18,28.06,-78.88,7.87,NA,NA,NA,NA
3/3/20 15:19,28.06,-78.87,7.87,NA,NA,NA,NA
,28.06272727,-78.84818182,7.869090909,NA,NA,NA,NA
